image_path,label
shap_dataset/xgb_dep_children_se.png,"Children 0 clustered x: [0] y: [-0.2, 0], Children 1 clustered x: [1] y: [0, 0.1], Children 2 clustered x: [2] y: [0.1, 0.2], Children 3 clustered x: [3] y: [0.1, 0.2], binary color: blue for 0, red for 1"
shap_dataset/xgb_dep_children_sex.png,"Children 0 clustered x: [0] y: [-0.2, 0], Children 1 clustered x: [1] y: [0, 0.1], Children 2 clustered x: [2] y: [0.1, 0.2], Children 3 clustered x: [3] y: [0.1, 0.2], binary color: blue for 0, red for 1"
shap_dataset/xgb_dep_children_smoker.png,"Children 0 clustered x: [0] y: [-0.2, 0], Children 1 clustered x: [1] y: [0, 0.1], Children 2 clustered x: [2] y: [0.1, 0.2], Children 3 clustered x: [3] y: [0.1, 0.2], binary color: blue for 0, red for 1"
shap_dataset/xgb_dep_children_sw.png,"Children 0 clustered x: [0] y: [-0.2, 0], Children 1 clustered x: [1] y: [0, 0.1], Children 2 clustered x: [2] y: [0.1, 0.2], Children 3 clustered x: [3] y: [0.1, 0.2], binary color: blue for 0, red for 1"
shap_dataset/xgb_dep_nw_age.png,"Northwest 0 clustered x: [0] y: [0, 0.02], Northwest 1 clustered x: [1] y: [-0.02, 0], color gradient: blue for low age, red for high age"
shap_dataset/xgb_dep_nw_bmi.png,"Northwest 0 clustered x: [0] y: [0, 0.02], Northwest 1 clustered x: [1] y: [-0.02, 0], color gradient: blue for low BMI, red for high BMI"
shap_dataset/xgb_dep_nw_children.png,"Northwest 0 clustered x: [0] y: [0, 0.02], Northwest 1 clustered x: [1] y: [-0.02, 0], color gradient: blue for less children, red for more children"
shap_dataset/xgb_dep_nw_sex.png,"Northwest 0 clustered x: [0] y: [0, 0.02], Northwest 1 clustered x: [1] y: [-0.02, 0], binary color: blue for 0, red for 1"
shap_dataset/xgb_dep_nw_smoker.png,"Northwest 0 clustered x: [0] y: [0, 0.02], Northwest 1 clustered x: [1] y: [-0.02, 0], binary color: blue for 0, red for 1"
shap_dataset/xgb_dep_se_age.png,"Southeast 0 clustered x: [0] y: [0, 0.04], Southeast 1 clustered x: [1] y: [-0.1, -0.02], color gradient: blue for low age, red for high age"
shap_dataset/xgb_dep_se_bmi.png,"Southeast 0 clustered x: [0] y: [0, 0.04], Southeast 1 clustered x: [1] y: [-0.1, -0.02], color gradient: blue for low BMI, red for high BMI"
shap_dataset/xgb_dep_se_children.png,"Southeast 0 clustered x: [0] y: [0, 0.04], Southeast 1 clustered x: [1] y: [-0.1, -0.02], color gradient: blue for less children, red for more children"
shap_dataset/xgb_dep_se_sex.png,"Southeast 0 clustered x: [0] y: [0, 0.04], Southeast 1 clustered x: [1] y: [-0.1, -0.02], binary color: blue for 0, red for 1"
shap_dataset/xgb_dep_se_smoker.png,"Southeast 0 clustered x: [0] y: [0, 0.04], Southeast 1 clustered x: [1] y: [-0.1, -0.02], binary color: blue for 0, red for 1"
shap_dataset/xgb_dep_sex_age.png,"Sex 0 clustered x: [0] y: [0.02, 0.08], Sex 1 clustered x: [1] y: [-0.08, 0], color gradient: blue for low age, red for high age"
shap_dataset/xgb_dep_sex_bmi.png,"Sex 0 clustered x: [0] y: [0.02, 0.08], Sex 1 clustered x: [1] y: [-0.08, 0], color gradient: blue for low BMI, red for high BMI"
shap_dataset/xgb_dep_sex_children.png,"Sex 0 clustered x: [0] y: [0.02, 0.08], Sex 1 clustered x: [1] y: [-0.08, 0], color gradient: blue for less children, red for more children"
shap_dataset/xgb_dep_sex_nw.png,"Sex 0 clustered x: [0] y: [0.02, 0.08], Sex 1 clustered x: [1] y: [-0.08, 0], binary color: blue for 0, red for 1"
shap_dataset/xgb_dep_sex_se.png,"Sex 0 clustered x: [0] y: [0.02, 0.08], Sex 1 clustered x: [1] y: [-0.08, 0], binary color: blue for 0, red for 1"
shap_dataset/xgb_dep_sex_smoker.png,"Sex 0 clustered x: [0] y: [0.02, 0.08], Sex 1 clustered x: [1] y: [-0.08, 0], binary color: blue for 0, red for 1"
shap_dataset/xgb_dep_sex_sw.png,"Sex 0 clustered x: [0] y: [0.02, 0.08], Sex 1 clustered x: [1] y: [-0.08, 0], binary color: blue for 0, red for 1"
shap_dataset/xgb_dep_smoker_age.png,"Smoker 0 clustered x: [0] y: [-0.5, 0], Smoker 1 clustered x: [1] y: [1, 1.5], color gradient: blue for low age, red for high age"
shap_dataset/xgb_dep_smoker_bmi.png,"Smoker 0 clustered x: [0] y: [-0.5, 0], Smoker 1 clustered x: [1] y: [1, 1.5], color gradient: blue for low BMI, red for high BMI"
shap_dataset/xgb_dep_smoker_children.png,"Smoker 0 clustered x: [0] y: [-0.5, 0], Smoker 1 clustered x: [1] y: [1, 1.5], color gradient: blue for less children, red for more children"
shap_dataset/xgb_dep_smoker_nw.png,"Smoker 0 clustered x: [0] y: [-0.5, 0], Smoker 1 clustered x: [1] y: [1, 1.5], binary color: blue for 0, red for 1"
shap_dataset/xgb_dep_smoker_se.png,"Smoker 0 clustered x: [0] y: [-0.5, 0], Smoker 1 clustered x: [1] y: [1, 1.5], binary color: blue for 0, red for 1"
shap_dataset/xgb_dep_smoker_sex.png,"Smoker 0 clustered x: [0] y: [-0.5, 0], Smoker 1 clustered x: [1] y: [1, 1.5], binary color: blue for 0, red for 1"
shap_dataset/xgb_dep_smoker_sw.png,"Smoker 0 clustered x: [0] y: [-0.5, 0], Smoker 1 clustered x: [1] y: [1, 1.5], binary color: blue for 0, red for 1"
shap_dataset/xgb_dep_sw_age.png,"Southwest 0 clustered x: [0] y: [0, 0.05], Southwest 1 clustered x: [1] y: [-0.1, -0.05], color gradient: blue for low age, red for high age"
shap_dataset/xgb_dep_sw_bmi.png,"Southwest 0 clustered x: [0] y: [0, 0.05], Southwest 1 clustered x: [1] y: [-0.1, -0.05], color gradient: blue for low BMI, red for high BMI"
shap_dataset/xgb_dep_sw_children.png,"Southwest 0 clustered x: [0] y: [0, 0.05], Southwest 1 clustered x: [1] y: [-0.1, -0.05], color gradient: blue for less children, red for more children"
shap_dataset/xgb_dep_sw_sex.png,"Southwest 0 clustered x: [0] y: [0, 0.05], Southwest 1 clustered x: [1] y: [-0.1, -0.05], binary color: blue for 0, red for 1"
shap_dataset/xgb_dep_sw_smoker.png,"Southwest 0 clustered x: [0] y: [0, 0.05], Southwest 1 clustered x: [1] y: [-0.1, -0.05], binary color: blue for 0, red for 1"
shap_dataset/xgb_sca_age.png,"Increasing linear trend, age 20-40 below 0 x: [20, 40] y: [-1, 0], age 40-60 above 0 x: [40, 60] y: [0, 0.75]"
shap_dataset/xgb_sca_bmi.png,"BMI 20-30 clustered x: [20, 30] y: [-0.4, -0.2], BMI 15-50 clustered x: [15, 50] y: [-0.2, 0.1], BMI 30-40 clustered x: [30, 40] y: [0.1, 0.3]"
shap_dataset/xgb_sca_children.png,"Children 0 clustered x: [0] y: [-0.2, 0], Children 1 clustered x: [1] y: [0, 0.1], Children 2 clustered x: [2] y: [0.1, 0.2], Children 3 clustered x: [3] y: [0.1, 0.2]"
shap_dataset/xgb_sca_nw.png,"Northwest 0 clustered x: [0] y: [0, 0.02], Northwest 1 clustered x: [1] y: [-0.02, 0]"
shap_dataset/xgb_sca_se.png,"Southeast 0 clustered x: [0] y: [0, 0.04], Southeast 1 clustered x: [1] y: [-0.1, -0.02]"
shap_dataset/xgb_sca_sex.png,"Sex 0 clustered x: [0] y: [0.02, 0.08], Sex 1 clustered x: [1] y: [-0.08, 0]"
shap_dataset/xgb_sca_smoker.png,"Smoker 0 clustered x: [0] y: [-0.5, 0], Smoker 1 clustered x: [1] y: [1, 1.5]"
shap_dataset/xgb_sca_sw.png,"Southwest 0 clustered x: [0] y: [0, 0.05], Southwest 1 clustered x: [1] y: [-0.1, -0.05]"
